task_id,scenario,seed,model,audit_schema,proposal_state,proposal_choice,protected_oracle_choice,presented_order,max_weighted_loss,actual_proposal_protected_loss,actual_proposal_violation,response_valid,format_normalized,reported_proposal_choice,reported_proposal_protected_loss,reported_threshold,reported_proposal_violation,recommended_policy_id,reported_recommended_protected_loss,reported_recommended_total_weighted_loss,certificate_fields_valid,valid_repair_certificate,error
objective-polarized-95022,polarized,95022,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_neg_100,p_pos_050,"[""p_000"", ""p_neg_150"", ""p_pos_050"", ""p_pos_150"", ""p_neg_100"", ""p_pos_100"", ""p_neg_050""]",0.750984,2.000328,True,True,True,p_neg_100,2.000328,0.750984,True,p_pos_100,0.036228,8.091247,True,True,
objective-polarized-95022,polarized,95022,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_000"", ""p_neg_150"", ""p_pos_050"", ""p_pos_150"", ""p_neg_100"", ""p_pos_100"", ""p_neg_050""]",0.750984,0.036228,False,True,True,p_pos_100,0.036228,0.750984,False,p_pos_100,0.036228,8.091247,True,False,
objective-polarized-95023,polarized,95023,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_pos_100"", ""p_pos_150"", ""p_neg_150"", ""p_neg_100"", ""p_pos_050"", ""p_000"", ""p_neg_050""]",0.750003,0.500003,False,True,True,p_neg_050,0.500003,0.750003,False,p_neg_050,0.500003,7.508553,True,False,
objective-polarized-95023,polarized,95023,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_pos_100,p_neg_050,"[""p_pos_100"", ""p_pos_150"", ""p_neg_150"", ""p_neg_100"", ""p_pos_050"", ""p_000"", ""p_neg_050""]",0.750003,2.000001,True,True,True,p_pos_100,2.000001,0.750003,True,p_neg_100,0.001821,8.086352,True,True,
objective-polarized-95023,polarized,95023,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_pos_100"", ""p_pos_150"", ""p_neg_150"", ""p_neg_100"", ""p_pos_050"", ""p_000"", ""p_neg_050""]",0.750003,0.001821,False,True,True,p_neg_100,0.001821,0.750003,False,p_neg_100,0.001821,8.086352,True,False,
objective-polarized-95024,polarized,95024,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_neg_100"", ""p_000"", ""p_neg_050"", ""p_neg_150"", ""p_pos_100"", ""p_pos_150"", ""p_pos_050""]",0.752275,0.503031,False,True,True,p_pos_050,0.503031,0.752275,False,p_pos_050,0.503031,7.518847,True,False,
objective-polarized-95024,polarized,95024,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_neg_100,p_pos_050,"[""p_neg_100"", ""p_000"", ""p_neg_050"", ""p_neg_150"", ""p_pos_100"", ""p_pos_150"", ""p_pos_050""]",0.752275,2.00076,True,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-polarized-95024,polarized,95024,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_neg_100"", ""p_000"", ""p_neg_050"", ""p_neg_150"", ""p_pos_100"", ""p_pos_150"", ""p_pos_050""]",0.752275,0.055137,False,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-polarized-95025,polarized,95025,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_pos_150"", ""p_pos_100"", ""p_neg_050"", ""p_pos_050"", ""p_000"", ""p_neg_150"", ""p_neg_100""]",0.757264,0.509662,False,True,True,p_neg_050,0.509662,0.757264,False,p_neg_100,0.098769,8.181699,True,False,
objective-polarized-95025,polarized,95025,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_pos_100,p_neg_050,"[""p_pos_150"", ""p_pos_100"", ""p_neg_050"", ""p_pos_050"", ""p_000"", ""p_neg_150"", ""p_neg_100""]",0.757264,2.002437,True,True,True,p_pos_100,2.002437,0.757264,True,p_neg_100,0.098769,8.181699,True,True,
objective-polarized-95025,polarized,95025,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_pos_150"", ""p_pos_100"", ""p_neg_050"", ""p_pos_050"", ""p_000"", ""p_neg_150"", ""p_neg_100""]",0.757264,0.098769,False,True,True,p_neg_100,0.098769,0.757264,False,p_neg_100,0.098769,8.181699,True,False,
objective-polarized-95026,polarized,95026,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_neg_150"", ""p_000"", ""p_pos_100"", ""p_pos_150"", ""p_neg_100"", ""p_pos_050"", ""p_neg_050""]",0.755311,0.507069,False,True,True,p_pos_050,0.507069,0.755311,False,p_pos_050,0.507069,7.514735,True,False,
objective-polarized-95026,polarized,95026,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_neg_100,p_pos_050,"[""p_neg_150"", ""p_000"", ""p_pos_100"", ""p_pos_150"", ""p_neg_100"", ""p_pos_050"", ""p_neg_050""]",0.755311,2.001779,True,True,True,p_neg_100,2.001779,0.755311,True,p_pos_100,0.084375,8.170964,True,True,
objective-polarized-95026,polarized,95026,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_neg_150"", ""p_000"", ""p_pos_100"", ""p_pos_150"", ""p_neg_100"", ""p_pos_050"", ""p_neg_050""]",0.755311,0.084375,False,True,True,p_pos_100,0.084375,0.755311,False,p_pos_100,0.084375,8.170964,True,False,
objective-polarized-95027,polarized,95027,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_pos_150"", ""p_neg_050"", ""p_pos_050"", ""p_pos_100"", ""p_neg_150"", ""p_neg_100"", ""p_000""]",0.751232,0.501643,False,True,True,p_neg_050,0.501643,0.751232,False,p_neg_100,0.040562,8.051826,True,False,
objective-polarized-95027,polarized,95027,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_pos_100,p_neg_050,"[""p_pos_150"", ""p_neg_050"", ""p_pos_050"", ""p_pos_100"", ""p_neg_150"", ""p_neg_100"", ""p_000""]",0.751232,2.000411,True,True,True,p_pos_100,2.000411,0.751232,True,p_neg_100,0.040562,8.051826,True,True,
objective-polarized-95027,polarized,95027,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_pos_150"", ""p_neg_050"", ""p_pos_050"", ""p_pos_100"", ""p_neg_150"", ""p_neg_100"", ""p_000""]",0.751232,0.040562,False,True,True,p_neg_100,0.040562,0.751232,False,p_neg_100,0.040562,8.051826,True,False,
objective-polarized-95028,polarized,95028,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_neg_150"", ""p_pos_050"", ""p_000"", ""p_pos_100"", ""p_pos_150"", ""p_neg_100"", ""p_neg_050""]",0.750537,0.500716,False,True,True,p_pos_050,0.500716,0.750537,False,p_pos_100,0.026769,8.075288,True,False,
objective-polarized-95028,polarized,95028,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_neg_100,p_pos_050,"[""p_neg_150"", ""p_pos_050"", ""p_000"", ""p_pos_100"", ""p_pos_150"", ""p_neg_100"", ""p_neg_050""]",0.750537,2.000179,True,True,True,p_neg_100,2.000179,0.750537,True,p_pos_100,0.026769,8.075288,True,True,
objective-polarized-95028,polarized,95028,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_neg_150"", ""p_pos_050"", ""p_000"", ""p_pos_100"", ""p_pos_150"", ""p_neg_100"", ""p_neg_050""]",0.750537,0.026769,False,True,True,p_pos_100,0.026769,0.750537,False,p_pos_100,0.026769,8.075288,True,False,
objective-polarized-95029,polarized,95029,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_neg_150"", ""p_pos_050"", ""p_pos_100"", ""p_neg_050"", ""p_pos_150"", ""p_000"", ""p_neg_100""]",0.750735,0.50098,False,True,True,p_neg_050,0.50098,0.750735,False,p_neg_100,0.031318,8.122099,True,False,
objective-polarized-95029,polarized,95029,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_pos_100,p_neg_050,"[""p_neg_150"", ""p_pos_050"", ""p_pos_100"", ""p_neg_050"", ""p_pos_150"", ""p_000"", ""p_neg_100""]",0.750735,2.000245,True,True,True,p_pos_100,2.000245,0.750735,True,p_neg_100,0.031318,8.122099,True,True,
objective-polarized-95029,polarized,95029,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_neg_150"", ""p_pos_050"", ""p_pos_100"", ""p_neg_050"", ""p_pos_150"", ""p_000"", ""p_neg_100""]",0.750735,0.031318,False,True,True,p_neg_100,0.031318,0.750735,False,p_neg_100,0.031318,8.122099,True,False,
objective-polarized-95030,polarized,95030,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_000"", ""p_neg_050"", ""p_pos_150"", ""p_pos_050"", ""p_pos_100"", ""p_neg_100"", ""p_neg_150""]",0.750509,0.500678,False,True,True,p_pos_050,0.500678,0.750509,False,p_pos_100,0.026053,8.164359,True,False,
objective-polarized-95030,polarized,95030,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_neg_100,p_pos_050,"[""p_000"", ""p_neg_050"", ""p_pos_150"", ""p_pos_050"", ""p_pos_100"", ""p_neg_100"", ""p_neg_150""]",0.750509,2.00017,True,True,True,p_neg_100,2.00017,0.750509,True,p_pos_100,0.026053,8.164359,True,True,
objective-polarized-95030,polarized,95030,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_000"", ""p_neg_050"", ""p_pos_150"", ""p_pos_050"", ""p_pos_100"", ""p_neg_100"", ""p_neg_150""]",0.750509,0.026053,False,True,True,p_pos_100,0.026053,0.750509,False,p_pos_100,0.026053,8.164359,True,False,
objective-polarized-95031,polarized,95031,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_pos_150"", ""p_neg_100"", ""p_000"", ""p_neg_050"", ""p_pos_100"", ""p_pos_050"", ""p_neg_150""]",0.750856,0.501141,False,True,True,p_neg_050,0.501141,0.750856,False,p_neg_100,0.033802,8.170153,True,False,
objective-polarized-95031,polarized,95031,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_pos_100,p_neg_050,"[""p_pos_150"", ""p_neg_100"", ""p_000"", ""p_neg_050"", ""p_pos_100"", ""p_pos_050"", ""p_neg_150""]",0.750856,2.000286,True,True,True,p_pos_100,2.000286,0.750856,True,p_neg_100,0.033802,8.170153,True,True,
objective-polarized-95031,polarized,95031,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_pos_150"", ""p_neg_100"", ""p_000"", ""p_neg_050"", ""p_pos_100"", ""p_pos_050"", ""p_neg_150""]",0.750856,0.033802,False,True,True,p_neg_100,0.033802,0.750856,False,p_neg_100,0.033802,8.170153,True,False,
objective-fragmented-95000,fragmented,95000,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_pos_150"", ""p_neg_050"", ""p_neg_100"", ""p_pos_050"", ""p_neg_150"", ""p_pos_100"", ""p_000""]",0.75093,0.50124,False,True,True,p_pos_050,0.50124,0.75093,False,p_pos_100,0.035236,6.144537,True,False,
objective-fragmented-95000,fragmented,95000,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_pos_050,"[""p_pos_150"", ""p_neg_050"", ""p_neg_100"", ""p_pos_050"", ""p_neg_150"", ""p_pos_100"", ""p_000""]",0.75093,1.000621,True,True,True,p_000,1.000621,0.75093,True,p_pos_100,0.035236,6.144537,True,True,
objective-fragmented-95000,fragmented,95000,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_pos_150"", ""p_neg_050"", ""p_neg_100"", ""p_pos_050"", ""p_neg_150"", ""p_pos_100"", ""p_000""]",0.75093,0.035236,False,True,True,p_pos_100,0.035236,0.75093,False,p_pos_100,0.035236,6.144537,True,False,
objective-fragmented-95001,fragmented,95001,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_neg_100"", ""p_pos_100"", ""p_neg_150"", ""p_neg_050"", ""p_pos_150"", ""p_000"", ""p_pos_050""]",0.752717,0.503619,False,True,True,p_neg_050,0.503619,0.752717,False,p_neg_100,0.060271,6.203326,True,False,
objective-fragmented-95001,fragmented,95001,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_neg_050,"[""p_neg_100"", ""p_pos_100"", ""p_neg_150"", ""p_neg_050"", ""p_pos_150"", ""p_000"", ""p_pos_050""]",0.752717,1.001815,True,True,True,p_000,1.001815,0.752717,True,p_neg_050,0.503619,5.519611,True,True,
objective-fragmented-95001,fragmented,95001,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_neg_100"", ""p_pos_100"", ""p_neg_150"", ""p_neg_050"", ""p_pos_150"", ""p_000"", ""p_pos_050""]",0.752717,0.060271,False,True,True,p_neg_100,0.060271,0.752717,False,p_neg_100,0.060271,6.203326,True,False,
objective-fragmented-95002,fragmented,95002,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_neg_100"", ""p_pos_050"", ""p_000"", ""p_neg_150"", ""p_pos_150"", ""p_neg_050"", ""p_pos_100""]",0.752656,0.503539,False,True,True,p_pos_050,0.503539,0.752656,False,p_pos_100,0.059599,7.135293,True,False,
objective-fragmented-95002,fragmented,95002,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_pos_050,"[""p_neg_100"", ""p_pos_050"", ""p_000"", ""p_neg_150"", ""p_pos_150"", ""p_neg_050"", ""p_pos_100""]",0.752656,1.001774,True,True,True,p_000,1.001774,0.752656,True,p_pos_100,0.059599,7.135293,True,True,
objective-fragmented-95002,fragmented,95002,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_neg_100"", ""p_pos_050"", ""p_000"", ""p_neg_150"", ""p_pos_150"", ""p_neg_050"", ""p_pos_100""]",0.752656,0.059599,False,True,True,p_pos_100,0.059599,0.752656,False,p_pos_050,0.503539,5.522776,True,False,
objective-fragmented-95003,fragmented,95003,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_neg_100"", ""p_neg_050"", ""p_pos_150"", ""p_pos_100"", ""p_pos_050"", ""p_neg_150"", ""p_000""]",0.7528,0.503729,False,True,True,p_neg_050,0.503729,0.7528,True,p_neg_100,0.061181,8.165712,False,False,
objective-fragmented-95003,fragmented,95003,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_neg_050,"[""p_neg_100"", ""p_neg_050"", ""p_pos_150"", ""p_pos_100"", ""p_pos_050"", ""p_neg_150"", ""p_000""]",0.7528,1.00187,True,True,True,p_000,1.00187,0.7528,True,p_neg_100,0.061181,8.165712,True,True,
objective-fragmented-95003,fragmented,95003,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_neg_100"", ""p_neg_050"", ""p_pos_150"", ""p_pos_100"", ""p_pos_050"", ""p_neg_150"", ""p_000""]",0.7528,0.061181,False,True,True,p_neg_100,0.061181,0.7528,False,p_neg_100,0.061181,8.165712,True,False,
objective-fragmented-95004,fragmented,95004,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_000"", ""p_pos_050"", ""p_pos_100"", ""p_neg_150"", ""p_neg_050"", ""p_neg_100"", ""p_pos_150""]",0.756134,0.508161,False,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-fragmented-95004,fragmented,95004,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_pos_050,"[""p_000"", ""p_pos_050"", ""p_pos_100"", ""p_neg_150"", ""p_neg_050"", ""p_neg_100"", ""p_pos_150""]",0.756134,1.004106,True,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-fragmented-95004,fragmented,95004,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_000"", ""p_pos_050"", ""p_pos_100"", ""p_neg_150"", ""p_neg_050"", ""p_neg_100"", ""p_pos_150""]",0.756134,0.090709,False,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-fragmented-95005,fragmented,95005,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_000"", ""p_neg_150"", ""p_pos_100"", ""p_pos_050"", ""p_neg_050"", ""p_neg_100"", ""p_pos_150""]",0.750698,0.50093,False,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-fragmented-95005,fragmented,95005,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_pos_050,"[""p_000"", ""p_neg_150"", ""p_pos_100"", ""p_pos_050"", ""p_neg_050"", ""p_neg_100"", ""p_pos_150""]",0.750698,1.000465,True,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-fragmented-95005,fragmented,95005,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_000"", ""p_neg_150"", ""p_pos_100"", ""p_pos_050"", ""p_neg_050"", ""p_neg_100"", ""p_pos_150""]",0.750698,0.030508,False,False,False,,,,,,,,False,False,ValueError: reviewer returned invalid JSON
objective-fragmented-95006,fragmented,95006,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_pos_150"", ""p_000"", ""p_neg_150"", ""p_neg_050"", ""p_pos_050"", ""p_pos_100"", ""p_neg_100""]",0.750084,0.500111,False,True,True,p_pos_050,0.500111,0.750084,False,p_pos_100,0.010544,6.176445,True,False,
objective-fragmented-95006,fragmented,95006,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_pos_050,"[""p_pos_150"", ""p_000"", ""p_neg_150"", ""p_neg_050"", ""p_pos_050"", ""p_pos_100"", ""p_neg_100""]",0.750084,1.000056,True,True,True,p_000,1.000056,0.750084,True,p_pos_100,0.010544,6.176445,True,True,
objective-fragmented-95006,fragmented,95006,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_pos_150"", ""p_000"", ""p_neg_150"", ""p_neg_050"", ""p_pos_050"", ""p_pos_100"", ""p_neg_100""]",0.750084,0.010544,False,True,True,p_pos_100,0.010544,0.750084,False,p_pos_100,0.010544,6.176445,True,False,
objective-fragmented-95007,fragmented,95007,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_neg_100"", ""p_000"", ""p_pos_050"", ""p_neg_050"", ""p_pos_150"", ""p_neg_150"", ""p_pos_100""]",0.756418,0.508539,False,True,True,p_neg_050,0.508539,0.756418,False,p_neg_100,0.092803,6.142457,True,False,
objective-fragmented-95007,fragmented,95007,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_neg_050,"[""p_neg_100"", ""p_000"", ""p_pos_050"", ""p_neg_050"", ""p_pos_150"", ""p_neg_150"", ""p_pos_100""]",0.756418,1.004297,True,True,True,p_000,1.004297,0.756418,True,p_neg_100,0.092803,6.142457,True,True,
objective-fragmented-95007,fragmented,95007,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_neg_100"", ""p_000"", ""p_pos_050"", ""p_neg_050"", ""p_pos_150"", ""p_neg_150"", ""p_pos_100""]",0.756418,0.092803,False,True,True,p_neg_100,0.092803,0.756418,False,p_neg_100,0.092803,6.142457,True,False,
objective-fragmented-95008,fragmented,95008,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_pos_150"", ""p_pos_050"", ""p_000"", ""p_pos_100"", ""p_neg_150"", ""p_neg_100"", ""p_neg_050""]",0.752112,0.502814,False,True,True,p_neg_050,0.502814,0.752112,False,p_neg_100,0.053125,7.115001,True,False,
objective-fragmented-95008,fragmented,95008,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_neg_050,"[""p_pos_150"", ""p_pos_050"", ""p_000"", ""p_pos_100"", ""p_neg_150"", ""p_neg_100"", ""p_neg_050""]",0.752112,1.00141,True,True,True,p_000,1.00141,0.752112,True,p_neg_100,0.053125,7.115001,True,True,
objective-fragmented-95008,fragmented,95008,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_pos_150"", ""p_pos_050"", ""p_000"", ""p_pos_100"", ""p_neg_150"", ""p_neg_100"", ""p_neg_050""]",0.752112,0.053125,False,True,True,p_neg_100,0.053125,0.752112,False,p_neg_100,0.053125,7.115001,True,False,
objective-fragmented-95009,fragmented,95009,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_pos_100"", ""p_neg_100"", ""p_neg_050"", ""p_neg_150"", ""p_pos_050"", ""p_000"", ""p_pos_150""]",0.750756,0.501008,False,True,True,p_pos_050,0.501008,0.750756,False,p_pos_050,0.501008,5.522591,True,False,
objective-fragmented-95009,fragmented,95009,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_pos_050,"[""p_pos_100"", ""p_neg_100"", ""p_neg_050"", ""p_neg_150"", ""p_pos_050"", ""p_000"", ""p_pos_150""]",0.750756,1.000504,True,True,True,p_000,1.000504,0.750756,True,p_pos_100,0.031769,6.178061,True,True,
objective-fragmented-95009,fragmented,95009,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_pos_100"", ""p_neg_100"", ""p_neg_050"", ""p_neg_150"", ""p_pos_050"", ""p_000"", ""p_pos_150""]",0.750756,0.031769,False,True,True,p_pos_100,0.031769,0.750756,False,p_pos_100,0.031769,6.178061,True,False,
objective-fragmented-95010,fragmented,95010,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_neg_100"", ""p_pos_150"", ""p_000"", ""p_neg_150"", ""p_pos_050"", ""p_neg_050"", ""p_pos_100""]",0.751974,0.50263,False,True,True,p_neg_050,0.50263,0.751974,False,p_neg_100,0.051347,6.103738,True,False,
objective-fragmented-95010,fragmented,95010,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_neg_050,"[""p_neg_100"", ""p_pos_150"", ""p_000"", ""p_neg_150"", ""p_pos_050"", ""p_neg_050"", ""p_pos_100""]",0.751974,1.001317,True,True,True,p_000,1.001317,0.751974,True,p_neg_100,0.051347,6.103738,True,True,
objective-fragmented-95010,fragmented,95010,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_neg_100"", ""p_pos_150"", ""p_000"", ""p_neg_150"", ""p_pos_050"", ""p_neg_050"", ""p_pos_100""]",0.751974,0.051347,False,True,True,p_neg_100,0.051347,0.751974,False,p_neg_100,0.051347,6.103738,True,False,
objective-fragmented-95011,fragmented,95011,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_pos_050,p_pos_050,"[""p_000"", ""p_neg_150"", ""p_pos_100"", ""p_pos_150"", ""p_pos_050"", ""p_neg_050"", ""p_neg_100""]",0.750244,0.500326,False,True,True,p_pos_050,0.500326,0.750244,False,p_pos_100,0.018071,7.090128,True,False,
objective-fragmented-95011,fragmented,95011,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_pos_050,"[""p_000"", ""p_neg_150"", ""p_pos_100"", ""p_pos_150"", ""p_pos_050"", ""p_neg_050"", ""p_neg_100""]",0.750244,1.000163,True,True,True,p_000,1.000163,0.750244,True,p_pos_100,0.018071,7.090128,True,True,
objective-fragmented-95011,fragmented,95011,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_000"", ""p_neg_150"", ""p_pos_100"", ""p_pos_150"", ""p_pos_050"", ""p_neg_050"", ""p_neg_100""]",0.750244,0.018071,False,True,True,p_pos_100,0.018071,0.750244,False,p_pos_100,0.018071,7.090128,True,False,
objective-fragmented-95012,fragmented,95012,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,oracle_correct,p_neg_050,p_neg_050,"[""p_000"", ""p_pos_050"", ""p_neg_100"", ""p_pos_150"", ""p_pos_100"", ""p_neg_150"", ""p_neg_050""]",0.751093,0.501457,False,True,True,p_neg_050,0.501457,0.751093,False,p_neg_100,0.038193,8.102566,True,False,
objective-fragmented-95012,fragmented,95012,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,aggregate_pressure_violation,p_000,p_neg_050,"[""p_000"", ""p_pos_050"", ""p_neg_100"", ""p_pos_150"", ""p_pos_100"", ""p_neg_150"", ""p_neg_050""]",0.751093,1.000729,True,True,True,p_000,1.000729,0.751093,True,p_neg_100,0.038193,8.102566,True,True,
objective-fragmented-95012,fragmented,95012,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,dual_objective,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_000"", ""p_pos_050"", ""p_neg_100"", ""p_pos_150"", ""p_pos_100"", ""p_neg_150"", ""p_neg_050""]",0.751093,0.038193,False,True,True,p_neg_100,0.038193,0.751093,False,p_neg_100,0.038193,8.102566,True,False,
